store,type,department,date,weekly_sales,is_holiday,temperature,fuel_price,unemployment
1,D,21,04/02/2010,8432.73,FALSE,1.681.666.667,718.284.149,7.808
1,A,21,05/07/2010,8356.06,FALSE,2.252.777.778,748.928.121,7.808
1,A,21,06/04/2010,8326.97,FALSE,27.05,714.585.738,7.808
1,D,21,07/02/2010,8662.48,FALSE,2.717.222.222,70.507.554,7.787
1,A,21,08/06/2010,7573.36,FALSE,3.064.444.444,693.980.309,7.787
1,C,21,09/03/2010,8664.27,FALSE,2.733.888.889,6.807.717,7.787
1,A,21,10/01/2010,7880.07,FALSE,2.216.111.111,687.640.176,7.838
1,A,21,11/05/2010,7608.28,FALSE,1.485.555.556,710.358.984,7.838
1,A,21,12/03/2010,8844.39,FALSE,9.594.444.444,715.378.255,7.838
1,A,21,01/07/2011,7716.16,FALSE,9.038.888.889,786.176.398,7.742
1,A,22,02/05/2010,13623.98,FALSE,5.727.777.778,679.450.839,8.106
1,A,22,03/05/2010,8219.49,FALSE,8.055.555.556,693.451.964,8.106
1,D,22,04/02/2010,7589.35,FALSE,1.681.666.667,718.284.149,7.808
1,A,22,05/07/2010,7175.17,FALSE,2.252.777.778,748.928.121,7.808
1,A,22,06/04/2010,7708.71,FALSE,27.05,714.585.738,7.808
1,A,22,07/02/2010,6785.55,FALSE,2.717.222.222,70.507.554,7.787
1,A,22,08/06/2010,7703.29,FALSE,3.064.444.444,693.980.309,7.787
1,A,22,09/03/2010,7244.16,FALSE,2.733.888.889,6.807.717,7.787
1,A,22,10/01/2010,8353.58,FALSE,2.216.111.111,687.640.176,7.838
1,D,22,11/05/2010,8085.19,FALSE,1.485.555.556,710.358.984,7.838
1,C,22,12/03/2010,9384.42,FALSE,9.594.444.444,715.378.255,7.838
1,A,22,01/07/2011,7742.97,FALSE,9.038.888.889,786.176.398,7.742
1,A,23,02/05/2010,24146.49,FALSE,5.727.777.778,679.450.839,8.106
1,A,23,03/05/2010,18993.69,FALSE,8.055.555.556,693.451.964,8.106
1,A,23,04/02/2010,18666.57,FALSE,1.681.666.667,718.284.149,7.808
1,A,23,05/07/2010,22172.27,FALSE,2.252.777.778,748.928.121,7.808
1,A,23,06/04/2010,28857.18,FALSE,27.05,714.585.738,7.808
1,A,23,07/02/2010,23137.32,FALSE,2.717.222.222,70.507.554,7.787
1,A,23,08/06/2010,22200.83,FALSE,3.064.444.444,693.980.309,7.787
1,A,23,09/03/2010,19045.76,FALSE,2.733.888.889,6.807.717,7.787
1,A,23,10/01/2010,18377.92,FALSE,2.216.111.111,687.640.176,7.838
1,A,23,11/05/2010,26416.48,FALSE,1.485.555.556,710.358.984,7.838
1,A,23,12/03/2010,24834.59,FALSE,9.594.444.444,715.378.255,7.838
1,A,23,01/07/2011,16955.3,FALSE,9.038.888.889,786.176.398,7.742
1,A,24,02/05/2010,8272.9,FALSE,5.727.777.778,679.450.839,8.106
1,A,24,03/05/2010,6885.9,FALSE,8.055.555.556,693.451.964,8.106
1,A,24,04/02/2010,7219.38,FALSE,1.681.666.667,718.284.149,7.808
1,A,24,05/07/2010,5675.4,FALSE,2.252.777.778,748.928.121,7.808
1,A,24,06/04/2010,6024.48,FALSE,27.05,714.585.738,7.808
1,A,24,07/02/2010,4608.04,FALSE,2.717.222.222,70.507.554,7.787
1,A,24,08/06/2010,10293.02,FALSE,3.064.444.444,693.980.309,7.787
1,A,24,09/03/2010,4759.52,FALSE,2.733.888.889,6.807.717,7.787
1,A,24,10/01/2010,5430.09,FALSE,2.216.111.111,687.640.176,7.838
1,A,24,11/05/2010,7834.13,FALSE,1.485.555.556,710.358.984,7.838
1,A,24,12/03/2010,8971.35,FALSE,9.594.444.444,715.378.255,7.838
1,A,24,01/07/2011,4858.97,FALSE,9.038.888.889,786.176.398,7.742
1,A,25,02/05/2010,11609.5,FALSE,5.727.777.778,679.450.839,8.106
1,A,25,03/05/2010,10345.5,FALSE,8.055.555.556,693.451.964,8.106
1,A,25,04/02/2010,14964.5,FALSE,1.681.666.667,718.284.149,7.808
1,A,25,05/07/2010,11446.25,FALSE,2.252.777.778,748.928.121,7.808
1,A,25,06/04/2010,13504.5,FALSE,27.05,714.585.738,7.808
1,D,25,07/02/2010,10504.25,FALSE,2.717.222.222,70.507.554,7.787
1,A,25,08/06/2010,8737.4,FALSE,3.064.444.444,693.980.309,7.787
1,A,25,09/03/2010,9170.32,FALSE,2.733.888.889,6.807.717,7.787
1,D,25,10/01/2010,8643.04,FALSE,2.216.111.111,687.640.176,7.838
1,A,25,11/05/2010,10713.05,FALSE,1.485.555.556,710.358.984,7.838
1,A,25,12/03/2010,10536.65,FALSE,9.594.444.444,715.378.255,7.838
1,A,25,01/07/2011,6747.11,FALSE,9.038.888.889,786.176.398,7.742
1,D,26,02/05/2010,11737.12,FALSE,5.727.777.778,679.450.839,8.106
1,A,26,03/05/2010,8772.65,FALSE,8.055.555.556,693.451.964,8.106
1,A,26,04/02/2010,9137.94,FALSE,1.681.666.667,718.284.149,7.808
1,A,26,05/07/2010,7994.2,FALSE,2.252.777.778,748.928.121,7.808
1,A,26,06/04/2010,7184.92,FALSE,27.05,714.585.738,7.808
1,A,26,07/02/2010,5552.42,FALSE,2.717.222.222,70.507.554,7.787
1,A,26,08/06/2010,6151.1,FALSE,3.064.444.444,693.980.309,7.787
1,A,26,09/03/2010,6357.16,FALSE,2.733.888.889,6.807.717,7.787
1,A,26,10/01/2010,8255.99,FALSE,2.216.111.111,687.640.176,7.838
1,A,26,11/05/2010,9601.7,FALSE,1.485.555.556,710.358.984,7.838
1,A,26,12/03/2010,8572.96,FALSE,9.594.444.444,715.378.255,7.838
1,A,26,01/07/2011,4010.16,FALSE,9.038.888.889,786.176.398,7.742
1,A,27,02/05/2010,2293,FALSE,5.727.777.778,679.450.839,8.106
1,A,27,03/05/2010,1467.5,FALSE,8.055.555.556,693.451.964,8.106
1,A,27,04/02/2010,934.5,FALSE,1.681.666.667,718.284.149,7.808
1,A,27,05/07/2010,966.75,FALSE,2.252.777.778,748.928.121,7.808
1,A,27,06/04/2010,827.52,FALSE,27.05,714.585.738,7.808
1,A,27,07/02/2010,849.69,FALSE,2.717.222.222,70.507.554,7.787
1,A,27,08/06/2010,1317.52,FALSE,3.064.444.444,693.980.309,7.787
1,A,27,09/03/2010,867.29,FALSE,2.733.888.889,6.807.717,7.787
1,A,27,10/01/2010,1042.3,FALSE,2.216.111.111,687.640.176,7.838
1,A,27,11/05/2010,1654.8,FALSE,1.485.555.556,710.358.984,7.838
1,A,27,12/03/2010,2385.59,FALSE,9.594.444.444,715.378.255,7.838
1,A,27,01/07/2011,1562.57,FALSE,9.038.888.889,786.176.398,7.742
1,A,28,02/05/2010,1085.29,FALSE,5.727.777.778,679.450.839,8.106
1,A,28,03/05/2010,1002.2,FALSE,8.055.555.556,693.451.964,8.106
1,A,28,04/02/2010,995.36,FALSE,1.681.666.667,718.284.149,7.808
1,A,28,05/07/2010,773.22,FALSE,2.252.777.778,748.928.121,7.808
1,A,28,06/04/2010,483.93,FALSE,27.05,714.585.738,7.808
1,A,28,07/02/2010,446.76,FALSE,2.717.222.222,70.507.554,7.787
1,A,28,08/06/2010,532.59,FALSE,3.064.444.444,693.980.309,7.787
1,A,28,09/03/2010,406.39,FALSE,2.733.888.889,6.807.717,7.787
1,A,28,10/01/2010,741.36,FALSE,2.216.111.111,687.640.176,7.838
1,A,28,11/05/2010,857.28,FALSE,1.485.555.556,710.358.984,7.838
1,A,28,12/03/2010,731.31,FALSE,9.594.444.444,715.378.255,7.838
1,A,28,01/07/2011,656.29,FALSE,9.038.888.889,786.176.398,7.742
1,D,29,02/05/2010,7024.95,FALSE,5.727.777.778,679.450.839,8.106
1,A,29,03/05/2010,5306.7,FALSE,8.055.555.556,693.451.964,8.106
1,A,29,04/02/2010,4143.54,FALSE,1.681.666.667,718.284.149,7.808
1,A,29,05/07/2010,5277.46,FALSE,2.252.777.778,748.928.121,7.808
1,D,29,06/04/2010,4062.22,FALSE,27.05,714.585.738,7.808
1,A,29,07/02/2010,5222.08,FALSE,2.717.222.222,70.507.554,7.787
1,A,29,08/06/2010,5511.97,FALSE,3.064.444.444,693.980.309,7.787
1,A,29,09/03/2010,4892.98,FALSE,2.733.888.889,6.807.717,7.787
1,A,29,10/01/2010,3425.58,FALSE,2.216.111.111,687.640.176,7.838
1,A,29,11/05/2010,5087.02,FALSE,1.485.555.556,710.358.984,7.838
1,A,29,12/03/2010,5539.2,FALSE,9.594.444.444,715.378.255,7.838
1,A,29,01/07/2011,4993.4,FALSE,9.038.888.889,786.176.398,7.742
1,A,30,02/05/2010,5491,FALSE,5.727.777.778,679.450.839,8.106
1,A,30,03/05/2010,4360.5,FALSE,8.055.555.556,693.451.964,8.106
1,A,30,04/02/2010,4278.26,FALSE,1.681.666.667,718.284.149,7.808
1,A,30,05/07/2010,5308.69,FALSE,2.252.777.778,748.928.121,7.808
1,A,30,06/04/2010,4230.56,FALSE,27.05,714.585.738,7.808
1,A,30,07/02/2010,4124.82,FALSE,2.717.222.222,70.507.554,7.787
1,A,30,08/06/2010,4505.88,FALSE,3.064.444.444,693.980.309,7.787
